"Cycle"  "Average State"  "Average Threshold"  "Clusters"
  9472    0.1493    0.0042      5720
  9473    0.1525    0.0428      5269
  9474    0.1486    0.0798      5170
  9475    0.1383    0.1133      4657
  9476    0.1207    0.1415      4285
  9477    0.0972    0.1628      5101
  9478    0.0693    0.1763      5783
  9479    0.0379    0.1821      6140
  9480    0.0076    0.1800      6081
  9481   -0.0236    0.1707      5906
  9482   -0.0544    0.1532      6618
  9483   -0.0854    0.1275      7814
  9484   -0.1143    0.0952      8484
  9485   -0.1376    0.0577      8032
  9486   -0.1513    0.0175      7123
  9487   -0.1543   -0.0217      6073
  9488   -0.1499   -0.0589      5131
  9489   -0.1406   -0.0931      4696
  9490   -0.1285   -0.1236      5166
  9491   -0.1123   -0.1498      5824
  9492   -0.0879   -0.1691      5937
  9493   -0.0575   -0.1793      5689
  9494   -0.0251   -0.1809      5658
  9495    0.0083   -0.1746      6118
  9496    0.0394   -0.1610      6422
  9497    0.0690   -0.1403      6791
  9498    0.0965   -0.1129      7802
  9499    0.1215   -0.0791      7804
  9500    0.1425   -0.0407      5870
  9501    0.1533   -0.0015      5515
  9502    0.1518    0.0369      5439
  9503    0.1425    0.0714      5331
  9504    0.1301    0.1026      5312
  9505    0.1171    0.1303      4606
  9506    0.1005    0.1534      4398
  9507    0.0777    0.1699      5102
  9508    0.0475    0.1783      5769
  9509    0.0155    0.1779      6051
  9510   -0.0212    0.1681      6278
  9511   -0.0565    0.1496      6697
  9512   -0.0865    0.1240      7160
  9513   -0.1129    0.0922      7707
  9514   -0.1350    0.0553      8280
  9515   -0.1512    0.0152      8869
  9516   -0.1537   -0.0235      6872
  9517   -0.1431   -0.0581      4868
  9518   -0.1284   -0.0886      4362
  9519   -0.1154   -0.1155      4841
  9520   -0.1023   -0.1399      5670
  9521   -0.0852   -0.1593      5851
  9522   -0.0625   -0.1718      5789
  9523   -0.0329   -0.1767      6106
  9524    0.0020   -0.1721      6222
  9525    0.0405   -0.1574      6161
  9526    0.0776   -0.1335      5949
  9527    0.1097   -0.1025      6177
  9528    0.1328   -0.0664      7112
  9529    0.1468   -0.0280      7734
  9530    0.1537    0.0107      5928
  9531    0.1464    0.0467      5193
  9532    0.1295    0.0769      5660
  9533    0.1103    0.1016      5881
  9534    0.0968    0.1236      5728
  9535    0.0852    0.1432      4661
  9536    0.0703    0.1590      4417
  9537    0.0470    0.1679      5118
  9538    0.0173    0.1685      5716
  9539   -0.0168    0.1604      6066
  9540   -0.0511    0.1432      6547
  9541   -0.0839    0.1181      6831
  9542   -0.1106    0.0873      6882
  9543   -0.1295    0.0526      7672
  9544   -0.1387    0.0168      7710
  9545   -0.1427   -0.0198      8311
  9546   -0.1376   -0.0537      7438
  9547   -0.1193   -0.0813      5375
  9548   -0.0971   -0.1029      4530
  9549   -0.0797   -0.1203      4744
  9550   -0.0662   -0.1352      5823
  9551   -0.0527   -0.1468      6285
  9552   -0.0317   -0.1524      6411
  9553   -0.0037   -0.1498      6185
  9554    0.0280   -0.1386      6098
  9555    0.0614   -0.1190      5588
  9556    0.0895   -0.0930      5269
  9557    0.1103   -0.0623      5734
  9558    0.1225   -0.0301      6549
  9559    0.1284    0.0026      7834
  9560    0.1289    0.0353      6836
  9561    0.1221    0.0654      5440
  9562    0.1050    0.0899      5588
  9563    0.0820    0.1081      6175
  9564    0.0629    0.1214      6050
  9565    0.0498    0.1321      5022
  9566    0.0361    0.1399      4861
  9567    0.0162    0.1418      5100
  9568   -0.0118    0.1355      5967
  9569   -0.0440    0.1200      6352
  9570   -0.0755    0.0971      6585
  9571   -0.1015    0.0687      6407
  9572   -0.1192    0.0369      6427
  9573   -0.1261    0.0044      6748
  9574   -0.1252   -0.0272      6807
  9575   -0.1206   -0.0567      7530
  9576   -0.1117   -0.0841      7673
  9577   -0.0954   -0.1055      6198
  9578   -0.0735   -0.1210      4857
  9579   -0.0531   -0.1319      4840
  9580   -0.0369   -0.1396      5999
  9581   -0.0212   -0.1432      6473
  9582    0.0010   -0.1405      6470
  9583    0.0295   -0.1296      6457
  9584    0.0615   -0.1100      6306
  9585    0.0936   -0.0829      5713
  9586    0.1191   -0.0495      4818
  9587    0.1359   -0.0132      4535
  9588    0.1399    0.0227      5496
  9589    0.1319    0.0548      7276
  9590    0.1212    0.0838      7234
  9591    0.1077    0.1090      5874
  9592    0.0879    0.1285      5719
  9593    0.0633    0.1416      6131
  9594    0.0411    0.1488      6048
  9595    0.0228    0.1522      5343
  9596    0.0034    0.1507      5313
  9597   -0.0191    0.1430      5510
  9598   -0.0470    0.1279      6236
  9599   -0.0782    0.1044      6255
  9600   -0.1089    0.0731      6882
  9601   -0.1361    0.0359      6830
  9602   -0.1509   -0.0042      6387
  9603   -0.1515   -0.0429      6491
  9604   -0.1416   -0.0772      6668
  9605   -0.1252   -0.1068      6928
  9606   -0.1045   -0.1304      6845
  9607   -0.0798   -0.1477      5805
  9608   -0.0521   -0.1571      5034
  9609   -0.0257   -0.1604      5078
  9610   -0.0041   -0.1587      6004
  9611    0.0159   -0.1516      6281
  9612    0.0378   -0.1395      6485
  9613    0.0647   -0.1203      6738
  9614    0.0956   -0.0927      7429
  9615    0.1277   -0.0568      6082
  9616    0.1538   -0.0145      4590
  9617    0.1652    0.0287      3950
  9618    0.1579    0.0678      4696
  9619    0.1389    0.0999      6543
  9620    0.1148    0.1257      7310
  9621    0.0906    0.1455      6304
  9622    0.0648    0.1581      5795
  9623    0.0367    0.1634      5904
  9624    0.0096    0.1621      6023
  9625   -0.0135    0.1557      6137
  9626   -0.0346    0.1444      5949
  9627   -0.0579    0.1272      5615
  9628   -0.0833    0.1032      6442
  9629   -0.1114    0.0721      6839
  9630   -0.1373    0.0345      7408
  9631   -0.1539   -0.0056      6826
  9632   -0.1575   -0.0463      6186
  9633   -0.1459   -0.0818      5774
  9634   -0.1239   -0.1110      6009
  9635   -0.0992   -0.1326      6476
  9636   -0.0746   -0.1480      7136
  9637   -0.0470   -0.1568      6176
  9638   -0.0192   -0.1584      5041
  9639    0.0064   -0.1537      5355
  9640    0.0299   -0.1426      6084
  9641    0.0514   -0.1273      6174
  9642    0.0721   -0.1066      6392
  9643    0.0937   -0.0806      6590
  9644    0.1142   -0.0487      6927
  9645    0.1326   -0.0131      6276
  9646    0.1450    0.0248      4815
  9647    0.1456    0.0619      3976
  9648    0.1317    0.0935      4672
  9649    0.1091    0.1181      6438
  9650    0.0804    0.1349      7637
  9651    0.0537    0.1447      6730
  9652    0.0291    0.1488      5650
  9653    0.0022    0.1457      5874
  9654   -0.0236    0.1361      5876
  9655   -0.0462    0.1215      6047
  9656   -0.0669    0.1020      6358
  9657   -0.0830    0.0792      5742
  9658   -0.0975    0.0527      5954
  9659   -0.1127    0.0226      6796
  9660   -0.1270   -0.0110      7319
  9661   -0.1349   -0.0458      6990
  9662   -0.1312   -0.0784      6392
  9663   -0.1141   -0.1052      6050
  9664   -0.0877   -0.1235      5873
  9665   -0.0565   -0.1342      6019
  9666   -0.0314   -0.1392      7161
  9667   -0.0094   -0.1391      6701
  9668    0.0158   -0.1323      5490
  9669    0.0406   -0.1189      5500
  9670    0.0636   -0.1004      5511
  9671    0.0832   -0.0772      5373
  9672    0.0960   -0.0513      5597
  9673    0.1048   -0.0235      6155
  9674    0.1133    0.0060      7058
  9675    0.1194    0.0365      6612
  9676    0.1219    0.0671      5565
  9677    0.1136    0.0947      4377
  9678    0.0919    0.1160      4861
  9679    0.0619    0.1279      6501
  9680    0.0307    0.1315      8243
  9681    0.0051    0.1294      7264
  9682   -0.0138    0.1232      5611
  9683   -0.0361    0.1116      5591
  9684   -0.0607    0.0931      5935
  9685   -0.0827    0.0691      6791
  9686   -0.0991    0.0419      6178
  9687   -0.1089    0.0133      5325
  9688   -0.1146   -0.0158      5766
  9689   -0.1166   -0.0455      6684
  9690   -0.1146   -0.0739      6944
  9691   -0.1084   -0.1004      6943
  9692   -0.0946   -0.1224      6660
  9693   -0.0696   -0.1364      6225
  9694   -0.0351   -0.1408      5790
  9695   -0.0012   -0.1367      5260
  9696    0.0222   -0.1279      6330
  9697    0.0386   -0.1164      7135
  9698    0.0575   -0.0996      6303
  9699    0.0803   -0.0762      6109
  9700    0.1033   -0.0481      5130
  9701    0.1191   -0.0163      5316
  9702    0.1266    0.0162      5417
  9703    0.1269    0.0483      5225
  9704    0.1225    0.0785      5831
  9705    0.1103    0.1046      6666
  9706    0.0941    0.1264      6036
  9707    0.0743    0.1423      4860
  9708    0.0468    0.1506      5175
  9709    0.0101    0.1484      6523
  9710   -0.0235    0.1381      7961
  9711   -0.0485    0.1220      7410
  9712   -0.0650    0.1035      6101
  9713   -0.0817    0.0810      5666
  9714   -0.1017    0.0534      5633
  9715   -0.1214    0.0205      6878
  9716   -0.1339   -0.0144      6390
  9717   -0.1341   -0.0482      5496
  9718   -0.1275   -0.0793      5713
  9719   -0.1154   -0.1066      6354
  9720   -0.0972   -0.1285      6371
  9721   -0.0770   -0.1454      6675
  9722   -0.0539   -0.1564      7195
  9723   -0.0215   -0.1583      6560
  9724    0.0186   -0.1491      5760
  9725    0.0533   -0.1311      5457
  9726    0.0775   -0.1084      6182
  9727    0.0916   -0.0835      6809
  9728    0.1029   -0.0568      6503
  9729    0.1174   -0.0257      5906
  9730    0.1283    0.0073      4814
  9731    0.1320    0.0406      4751
  9732    0.1263    0.0719      5023
  9733    0.1174    0.0998      5190
  9734    0.1001    0.1224      6092
  9735    0.0794    0.1397      6939
  9736    0.0568    0.1512      6697
  9737    0.0321    0.1563      5255
  9738   -0.0018    0.1517      5901
  9739   -0.0413    0.1364      6897
  9740   -0.0753    0.1129      7441
  9741   -0.0984    0.0851      7549
  9742   -0.1110    0.0559      6786
  9743   -0.1183    0.0253      5498
  9744   -0.1234   -0.0061      5107
  9745   -0.1269   -0.0383      6111
  9746   -0.1239   -0.0694      5808
  9747   -0.1138   -0.0969      5431
  9748   -0.0994   -0.1203      5867
  9749   -0.0807   -0.1382      6255
  9750   -0.0590   -0.1505      6975
  9751   -0.0369   -0.1567      7188
  9752   -0.0088   -0.1554      7546
  9753    0.0249   -0.1448      6515
  9754    0.0621   -0.1245      5834
  9755    0.0954   -0.0962      5922
  9756    0.1195   -0.0632      5734
  9757    0.1329   -0.0287      5796
  9758    0.1362    0.0058      5823
  9759    0.1336    0.0388      5339
  9760    0.1279    0.0701      4784
  9761    0.1175    0.0978      4891
  9762    0.1034    0.1220      5154
  9763    0.0865    0.1414      5348
  9764    0.0641    0.1552      6310
  9765    0.0414    0.1624      7193
  9766    0.0167    0.1631      6935
  9767   -0.0132    0.1560      5964
  9768   -0.0476    0.1396      6077
  9769   -0.0845    0.1142      6366
  9770   -0.1173    0.0811      7199
  9771   -0.1399    0.0425      8053
  9772   -0.1505    0.0033      7333
  9773   -0.1463   -0.0331      5461
  9774   -0.1350   -0.0653      4666
  9775   -0.1209   -0.0939      5111
  9776   -0.1051   -0.1185      5403
  9777   -0.0871   -0.1381      5634
  9778   -0.0675   -0.1525      6012
  9779   -0.0442   -0.1606      6206
  9780   -0.0198   -0.1626      6891
  9781    0.0060   -0.1581      7480
  9782    0.0361   -0.1456      7393
  9783    0.0689   -0.1242      6352
  9784    0.1037   -0.0943      5967
  9785    0.1331   -0.0567      6132
  9786    0.1536   -0.0157      5040
  9787    0.1587    0.0251      5000
  9788    0.1472    0.0613      5300
  9789    0.1277    0.0914      5230
  9790    0.1081    0.1161      4907
  9791    0.0877    0.1356      5344
  9792    0.0658    0.1489      5773
  9793    0.0421    0.1565      5876
  9794    0.0172    0.1581      6733
  9795   -0.0083    0.1522      7359
  9796   -0.0340    0.1405      7257
  9797   -0.0621    0.1218      6114
  9798   -0.0920    0.0949      5945
  9799   -0.1228    0.0599      6126
  9800   -0.1496    0.0194      6732
  9801   -0.1644   -0.0243      7849
  9802   -0.1629   -0.0654      7146
  9803   -0.1441   -0.0994      4967
  9804   -0.1208   -0.1263      4791
  9805   -0.0973   -0.1478      5405
  9806   -0.0721   -0.1629      5975
  9807   -0.0444   -0.1706      6234
  9808   -0.0151   -0.1704      6295
  9809    0.0138   -0.1630      6227
  9810    0.0416   -0.1494      6760
  9811    0.0679   -0.1287      7109
  9812    0.0926   -0.1025      7101
  9813    0.1173   -0.0700      6334
  9814    0.1429   -0.0310      5576
  9815    0.1640    0.0127      5291
  9816    0.1739    0.0573      4180
  9817    0.1661    0.0984      4415
  9818    0.1420    0.1311      5611
  9819    0.1120    0.1556      5526
  9820    0.0823    0.1725      5247
  9821    0.0546    0.1829      5722
  9822    0.0252    0.1855      6027
  9823   -0.0066    0.1801      6303
  9824   -0.0396    0.1655      7056
  9825   -0.0689    0.1445      7462
  9826   -0.0939    0.1176      7694
  9827   -0.1155    0.0863      6800
  9828   -0.1330    0.0509      5765
  9829   -0.1494    0.0117      5608
  9830   -0.1633   -0.0308      5832
  9831   -0.1685   -0.0745      7030
  9832   -0.1614   -0.1144      7150
  9833   -0.1376   -0.1463      5528
  9834   -0.1041   -0.1684      5159
  9835   -0.0701   -0.1815      5764
  9836   -0.0367   -0.1866      6349
  9837   -0.0033   -0.1835      6603
  9838    0.0301   -0.1722      6344
  9839    0.0615   -0.1528      6004
  9840    0.0898   -0.1269      6172
  9841    0.1097   -0.0968      6681
  9842    0.1242   -0.0639      6664
  9843    0.1357   -0.0284      6323
  9844    0.1462    0.0095      5807
  9845    0.1554    0.0494      5755
  9846    0.1614    0.0902      4522
  9847    0.1549    0.1283      3962
  9848    0.1310    0.1584      5306
  9849    0.0952    0.1779      5943
  9850    0.0562    0.1869      5924
  9851    0.0182    0.1869      6527
  9852   -0.0189    0.1780      6655
  9853   -0.0524    0.1605      6655
  9854   -0.0830    0.1360      6982
  9855   -0.1089    0.1054      7438
  9856   -0.1260    0.0713      7379
  9857   -0.1356    0.0361      6449
  9858   -0.1392    0.0005      5096
  9859   -0.1417   -0.0354      4747
  9860   -0.1464   -0.0728      5017
  9861   -0.1511   -0.1113      6762
  9862   -0.1448   -0.1472      7762
  9863   -0.1208   -0.1747      6862
  9864   -0.0819   -0.1905      5967
  9865   -0.0399   -0.1952      5962
  9866    0.0024   -0.1894      6226
  9867    0.0417   -0.1740      6676
  9868    0.0783   -0.1503      6408
  9869    0.1102   -0.1193      5731
  9870    0.1338   -0.0825      5671
  9871    0.1470   -0.0434      6089
  9872    0.1475   -0.0060      5873
  9873    0.1432    0.0290      5954
  9874    0.1385    0.0629      5775
  9875    0.1381    0.0974      5665
  9876    0.1407    0.1330      4646
  9877    0.1342    0.1661      3926
  9878    0.1092    0.1903      4972
  9879    0.0684    0.2030      6324
  9880    0.0218    0.2030      6555
  9881   -0.0229    0.1915      6646
  9882   -0.0623    0.1706      6940
  9883   -0.0973    0.1419      7062
  9884   -0.1254    0.1066      7498
  9885   -0.1433    0.0680      7275
  9886   -0.1485    0.0295      6794
  9887   -0.1454   -0.0068      6265
  9888   -0.1369   -0.0403      4912
  9889   -0.1283   -0.0718      4343
  9890   -0.1265   -0.1026      4816
  9891   -0.1281   -0.1348      6485
  9892   -0.1210   -0.1649      7934
  9893   -0.0961   -0.1861      7764
  9894   -0.0562   -0.1953      6206
  9895   -0.0102   -0.1921      5762
  9896    0.0354   -0.1776      6082
  9897    0.0741   -0.1542      6446
  9898    0.1059   -0.1232      5973
  9899    0.1286   -0.0882      5667
  9900    0.1397   -0.0508      5589
  9901    0.1431   -0.0147      5842
  9902    0.1367    0.0189      5856
  9903    0.1265    0.0494      6327
  9904    0.1176    0.0781      6291
  9905    0.1150    0.1065      5789
  9906    0.1157    0.1355      4801
  9907    0.1081    0.1620      4076
  9908    0.0828    0.1794      5038
  9909    0.0406    0.1843      6687
  9910   -0.0076    0.1768      6977
  9911   -0.0529    0.1581      6919
  9912   -0.0914    0.1304      7151
  9913   -0.1201    0.0970      7185
